-91.2936	-134.878	-331.543	0.00663139	0.00347267	-89.6679
-88.7955	-130.878	-330.932	0.00665153	0.00346707	-88.8312
-86.2973	-126.878	-330.322	0.00667979	0.00346804	-87.9946
-83.7991	-122.878	-329.712	0.00670096	0.00346897	-87.1579
-81.3009	-118.878	-329.102	0.00672004	0.00346642	-86.3213
-78.8028	-114.878	-328.491	0.00674139	0.0034671	-85.4846
-76.3045	-110.878	-327.881	0.00676027	0.00347119	-84.648
-73.8064	-106.878	-327.271	0.00677961	0.00347175	-83.8114
-71.3082	-102.877	-326.661	0.00680122	0.00348233	-82.9747
-68.81	-98.8775	-326.05	0.00682175	0.00347575	-82.1381
-66.3118	-94.8774	-325.44	0.00684178	0.00347595	-81.3014
-63.8136	-90.8774	-324.83	0.0068619	0.00347259	-80.4648
-61.3155	-86.8773	-324.22	0.0068804	0.00347613	-79.6281
-58.8174	-82.8772	-323.61	0.00690189	0.00346214	-78.7915
-56.3191	-78.8773	-322.999	0.00692102	0.00346886	-77.9548
-53.8209	-74.8771	-322.389	0.00694884	0.00346076	-77.1182
-51.3228	-70.8771	-321.779	0.0069705	0.00346349	-76.2815
-48.8246	-66.877	-321.169	0.00699128	0.00346276	-75.4449
-46.3264	-62.877	-320.558	0.0070107	0.00345865	-74.6083
-43.8282	-58.8769	-319.948	0.00703174	0.00345765	-73.7716
-41.3301	-54.8768	-319.338	0.0070501	0.00345348	-72.935
-38.8318	-50.8768	-318.727	0.00706908	0.00344566	-72.0983
-36.3337	-46.8767	-318.117	0.00708998	0.0034478	-71.2617
-33.8355	-42.8767	-317.507	0.00711069	0.00344639	-70.425
-31.3373	-38.8766	-316.897	0.00712971	0.00343823	-69.5884
-28.8392	-34.8766	-316.287	0.00714876	0.00343342	-68.7518
-26.3409	-30.8765	-315.676	0.00716866	0.0034179	-67.9151
-23.8427	-26.8765	-315.066	0.00718724	0.00341644	-67.0785
-21.3446	-22.8765	-314.456	0.00721464	0.00340955	-66.2418
-18.8464	-18.8764	-313.846	0.00723543	0.00341085	-65.4052
-16.3483	-14.8763	-313.235	0.00725427	0.00340547	-64.5685
-13.85	-10.8763	-312.625	0.00727506	0.00339954	-63.7319
-11.3519	-6.87624	-312.015	0.00728875	0.00338464	-62.8952
-8.85376	-2.87612	-311.405	0.00731087	0.00337814	-62.0586
-6.35558	1.12394	-310.794	0.00732994	0.00337225	-61.2219
-3.8574	5.12391	-310.184	0.00735096	0.00336574	-60.3853
-3.11834	6.25747	-312.86	0.00735153	0.00336677	-59.9987
-3.11834	6.25758	-316.861	0.00735153	0.00336677	-59.9987
-3.11834	6.25765	-320.861	0.00735153	0.00336677	-59.9987
-3.1184	6.25777	-324.861	0.00735153	0.00336677	-59.9987
-3.1184	6.25785	-328.861	0.00735153	0.00336677	-59.9987
-3.11834	6.25794	-332.861	0.00735153	0.00336677	-59.9987
-3.1184	6.25805	-336.861	0.00735153	0.00336677	-59.9987
-3.1184	6.25816	-340.861	0.00735153	0.00336677	-59.9987
-3.1184	6.25822	-344.861	0.00735153	0.00336677	-59.9987
-3.1184	6.25835	-348.861	0.00735153	0.00336677	-59.9987
-3.11849	6.25845	-352.861	0.00735153	0.00336677	-59.9987
-3.11846	6.25854	-356.861	0.00735153	0.00336677	-59.9987
-3.11846	6.25863	-360.86	0.00735153	0.00336677	-59.9987
-3.11846	6.25875	-364.861	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
-3.11849	6.25884	-367.494	0.00735153	0.00336677	-59.9987
